response_time_mean,response_time_mean_ci_lo,response_time_mean_ci_hi,response_time_median,response_time_median_ci_lo,response_time_median_ci_hi,response_time_p90,response_time_p90_ci_lo,response_time_p90_ci_hi,coverage_fraction,coverage_fraction_ci_lo,coverage_fraction_ci_hi,queue_fraction,queue_fraction_ci_lo,queue_fraction_ci_hi,total_incidents,total_incidents_ci_lo,total_incidents_ci_hi,dispatch_delay_mean,dispatch_delay_mean_ci_lo,dispatch_delay_mean_ci_hi,travel_time_mean,travel_time_mean_ci_lo,travel_time_mean_ci_hi,response_time_p95_approx,policy,capacity,K
3.11136738950995,3.0932728110069645,3.129461968012936,3.006016969967789,2.979773159354309,3.032260780581268,4.053856136028493,4.0193304487346015,4.0883818233223845,0.9966117782419716,0.9957542612035972,0.9974692952803458,0.0,0.0,0.0,571.5333333333333,559.1188358906549,583.9478307760118,1.5,1.5,1.5,1.6113673895097766,1.593272811006792,1.629461968012761,4.161313521433585,P0,1,20
2.5889336679942674,2.563295497495408,2.6145718384931267,2.2582878435067117,2.2398034560827984,2.276772230930624,3.849488052089914,3.780684988659151,3.9182911155206783,0.997085167096226,0.9963897776651373,0.9977805565273145,0.0,0.0,0.0,571.6,559.2315825099536,583.9684174900465,1.5,1.5,1.5,1.0889336679940744,1.063295497495215,1.1145718384929342,3.995528562753662,P1_demand,1,20
2.5622829964945195,2.5373731051040878,2.587192887884952,2.247021028320475,2.230388464894724,2.2636535917462264,3.742581415083888,3.693327784601908,3.791835045565868,0.9964901671293682,0.9955827490200873,0.9973975852386492,0.0,0.0,0.0,571.6,559.2315825099536,583.9684174900465,1.5,1.5,1.5,1.062282996494331,1.037373105103898,1.087192887884764,3.835667665131467,P2_optimised,1,20
3.11136738950995,3.0932728110069645,3.129461968012936,3.006016969967789,2.979773159354309,3.032260780581268,4.053856136028493,4.0193304487346015,4.0883818233223845,0.9966117782419716,0.9957542612035972,0.9974692952803458,0.0,0.0,0.0,571.5333333333333,559.1188358906549,583.9478307760118,1.5,1.5,1.5,1.6113673895097766,1.593272811006792,1.629461968012761,4.161313521433585,P0,2,20
2.616727061195069,2.590076336209144,2.643377786180994,2.2413818664904213,2.221443184261424,2.2613205487194192,3.9897962084074985,3.915636233429859,4.063956183385138,0.996490585951834,0.9953252321201236,0.9976559397835444,0.0,0.0,0.0,571.6,559.2315825099536,583.9684174900465,1.5,1.5,1.5,1.116727061194877,1.0900763362089505,1.1433777861808037,4.161389030760952,P1_demand,2,20
2.5622829964945195,2.537373105104088,2.587192887884952,2.247021028320475,2.230388464894724,2.2636535917462264,3.742581415083888,3.693327784601908,3.791835045565868,0.9964901671293682,0.9955827490200873,0.9973975852386492,0.0,0.0,0.0,571.6,559.2315825099536,583.9684174900465,1.5,1.5,1.5,1.062282996494331,1.037373105103898,1.087192887884764,3.835667665131467,P2_optimised,2,20
3.11136738950995,3.0932728110069645,3.129461968012936,3.006016969967789,2.979773159354309,3.032260780581268,4.053856136028493,4.0193304487346015,4.0883818233223845,0.9966117782419716,0.9957542612035972,0.9974692952803458,0.0,0.0,0.0,571.5333333333333,559.1188358906549,583.9478307760118,1.5,1.5,1.5,1.6113673895097766,1.593272811006792,1.629461968012761,4.161313521433585,P0,3,20
2.616727061195069,2.590076336209144,2.643377786180994,2.2413818664904213,2.2214431842614237,2.2613205487194192,3.9897962084074985,3.915636233429859,4.063956183385138,0.996490585951834,0.9953252321201236,0.9976559397835444,0.0,0.0,0.0,571.6,559.2315825099536,583.9684174900465,1.5,1.5,1.5,1.116727061194877,1.0900763362089505,1.1433777861808037,4.161389030760952,P1_demand,3,20
2.5622829964945195,2.5373731051040878,2.587192887884952,2.247021028320475,2.230388464894724,2.2636535917462264,3.742581415083888,3.693327784601908,3.791835045565868,0.9964901671293682,0.9955827490200873,0.9973975852386492,0.0,0.0,0.0,571.6,559.2315825099536,583.9684174900465,1.5,1.5,1.5,1.062282996494331,1.037373105103898,1.087192887884764,3.835667665131467,P2_optimised,3,20
3.11136738950995,3.0932728110069645,3.129461968012936,3.006016969967789,2.979773159354309,3.032260780581268,4.053856136028493,4.0193304487346015,4.0883818233223845,0.9966117782419716,0.9957542612035972,0.9974692952803458,0.0,0.0,0.0,571.5333333333333,559.1188358906549,583.9478307760118,1.5,1.5,1.5,1.6113673895097766,1.593272811006792,1.629461968012761,4.161313521433585,P0,4,20
