response_time_mean,response_time_mean_ci_lo,response_time_mean_ci_hi,response_time_median,response_time_median_ci_lo,response_time_median_ci_hi,response_time_p90,response_time_p90_ci_lo,response_time_p90_ci_hi,coverage_fraction,coverage_fraction_ci_lo,coverage_fraction_ci_hi,queue_fraction,queue_fraction_ci_lo,queue_fraction_ci_hi,total_incidents,total_incidents_ci_lo,total_incidents_ci_hi,dispatch_delay_mean,dispatch_delay_mean_ci_lo,dispatch_delay_mean_ci_hi,travel_time_mean,travel_time_mean_ci_lo,travel_time_mean_ci_hi,response_time_p95_approx,policy,capacity,K
2.778325123872785,2.7603620647571225,2.7962881829884476,2.682494161737573,2.654389696612272,2.7105986268628737,3.563767760470874,3.5224024511839147,3.6051330697578337,0.9983751518989616,0.9976967459578422,0.9990535578400811,0.0,0.0,0.0,571.5333333333333,559.1188358906549,583.9478307760118,1.5,1.5,1.5,1.2783251238725974,1.2603620647569338,1.296288182988261,3.741956148494418,P0,1,30
2.4722229819184407,2.4503631510679824,2.494082812768899,2.2441175691675,2.2286265924270787,2.259608545907921,3.390512375109954,3.3454186023342216,3.4356061478856863,0.9974365914272191,0.9966358933775114,0.9982372894769268,0.0,0.0,0.0,571.6,559.2315825099536,583.9684174900465,1.5,1.5,1.5,0.9722229819182507,0.9503631510677908,0.9940828127687107,3.5600379938654516,P1_demand,1,30
2.4256826713323347,2.4066528886276917,2.444712454036978,2.243288892369506,2.227574558783169,2.2590032259558432,3.2797872954214156,3.233893933841502,3.325680657001329,0.9971958368167357,0.9963134954973276,0.9980781781361439,0.0,0.0,0.0,571.6,559.2315825099536,583.9684174900465,1.5,1.5,1.5,0.9256826713321437,0.9066528886274974,0.9447124540367899,3.4437766601924866,P2_optimised,1,30
2.778325123872785,2.7603620647571225,2.7962881829884476,2.682494161737573,2.654389696612272,2.7105986268628737,3.563767760470874,3.5224024511839147,3.6051330697578337,0.9983751518989616,0.9976967459578422,0.9990535578400811,0.0,0.0,0.0,571.5333333333333,559.1188358906549,583.9478307760118,1.5,1.5,1.5,1.2783251238725974,1.2603620647569338,1.296288182988261,3.741956148494418,P0,2,30
2.385296531935148,2.3640579226562104,2.406535141214085,2.2017060192802855,2.1837923628706957,2.2196196756898754,3.188357504077858,3.138684817832217,3.238030190323499,0.9974365914272191,0.9966358933775114,0.9982372894769268,0.0,0.0,0.0,571.6,559.2315825099536,583.9684174900465,1.5,1.5,1.5,0.8852965319349557,0.8640579226560161,0.9065351412138953,3.347775379281751,P1_demand,2,30
2.4423183198791105,2.4181495028580526,2.4664871369001684,2.229382209597638,2.2108545571159772,2.247909862079299,3.3483286715614353,3.289761575271574,3.4068957678512968,0.9974365914272191,0.9966358933775114,0.9982372894769268,0.0,0.0,0.0,571.6,559.2315825099536,583.9684174900465,1.5,1.5,1.5,0.9423183198789226,0.9181495028578613,0.9664871368999838,3.515745105139507,P2_optimised,2,30
2.778325123872785,2.7603620647571225,2.7962881829884476,2.682494161737573,2.654389696612272,2.7105986268628737,3.563767760470874,3.5224024511839147,3.6051330697578337,0.9983751518989616,0.9976967459578422,0.9990535578400811,0.0,0.0,0.0,571.5333333333333,559.1188358906549,583.9478307760118,1.5,1.5,1.5,1.2783251238725974,1.2603620647569338,1.296288182988261,3.741956148494418,P0,3,30
2.3900009471504444,2.367236947094945,2.412764947205944,2.199762644098719,2.18150769540758,2.218017592789858,3.206886473996235,3.1488350789127644,3.2649378690797057,0.9974365914272191,0.9966358933775114,0.9982372894769268,0.0,0.0,0.0,571.6,559.2315825099536,583.9684174900465,1.5,1.5,1.5,0.8900009471502532,0.8672369470947509,0.9127649472057556,3.367230797696047,P1_demand,3,30
2.5000683036203903,2.4784842936147973,2.5216523136259834,2.2403165350829397,2.2256867868100967,2.2549462833557827,3.5030555168657656,3.4512369448860163,3.554874088845515,0.9972023317125117,0.9964049442606304,0.997999719164393,0.0,0.0,0.0,571.6,559.2315825099536,583.9684174900465,1.5,1.5,1.5,1.0000683036202012,0.9784842936146069,1.0216523136257956,3.678208292709054,P2_optimised,3,30
2.778325123872785,2.7603620647571225,2.7962881829884476,2.682494161737573,2.654389696612272,2.7105986268628737,3.563767760470874,3.5224024511839147,3.6051330697578337,0.9983751518989616,0.9976967459578422,0.9990535578400811,0.0,0.0,0.0,571.5333333333333,559.1188358906549,583.9478307760118,1.5,1.5,1.5,1.2783251238725974,1.2603620647569338,1.296288182988261,3.741956148494418,P0,5,30
2.3900009471504444,2.367236947094945,2.412764947205944,2.199762644098719,2.18150769540758,2.218017592789858,3.206886473996235,3.1488350789127644,3.2649378690797057,0.9974365914272191,0.9966358933775114,0.9982372894769268,0.0,0.0,0.0,571.6,559.2315825099536,583.9684174900465,1.5,1.5,1.5,0.8900009471502532,0.8672369470947509,0.9127649472057556,3.367230797696047,P1_demand,5,30
2.5020251190830836,2.4775455620865965,2.5265046760795706,2.2422369734574445,2.2260003469039207,2.2584736000109684,3.5503330207631354,3.4971333980206922,3.6035326435055786,0.9981411162211755,0.9973668841988114,0.9989153482435397,0.0,0.0,0.0,571.6,559.2315825099536,583.9684174900465,1.5,1.5,1.5,1.0020251190828948,0.9775455620864075,1.0265046760793821,3.7278496718012923,P2_optimised,5,30
