policy,K,scenario_id,replication,capacity,mean_response_time,median_response_time,p90_response_time,p95_response_time,coverage_8min,coverage_10min,mean_utilization,max_utilization,mean_queue_length,max_queue_length,queue_fraction,total_incidents,incidents_queued,random_seed
P0-spatial,45,P0-spatial_K45,0,2,2.3937977067852376,2.2448707825290626,3.250193882273231,3.7736255943255124,0.9982698961937716,1.0,0.0325595865063853,0.13114140935973267,0.0,0,0.0,578,0,42
P0-spatial,45,P0-spatial_K45,1,2,2.3997740146900366,2.23937797905279,3.2783521647493084,3.59539709744413,0.9981308411214953,1.0,0.030519659993041116,0.11279072698810005,0.0,0,0.0,535,0,43
P0-spatial,45,P0-spatial_K45,2,2,2.3801933814643363,2.2499467463217115,3.1579439694998896,3.4747807539974316,1.0,1.0,0.032814687211058055,0.12165397906294202,0.0,0,0.0,565,0,44
P0-spatial,45,P0-spatial_K45,3,2,2.3991803028889365,2.239377979052044,3.2489995517523487,3.490059881428266,0.998330550918197,0.998330550918197,0.034267961307575444,0.17863934984022284,0.0,0,0.0,599,0,45
P0-spatial,45,P0-spatial_K45,4,2,2.3890487634990785,2.182203716682949,3.3664208828490416,3.7397050594183554,0.9965337954939342,0.9982668977469671,0.032566322348231064,0.13376004994867038,0.0,0,0.0,577,0,46
P0-spatial,45,P0-spatial_K45,5,2,2.34728983854767,2.239377979052044,3.050199268858478,3.3946879952719655,0.9981718464351006,1.0,0.030680125644781453,0.12224484141034882,0.0,0,0.0,547,0,47
P0-spatial,45,P0-spatial_K45,6,2,2.3651204834998576,2.229924732219146,3.2585541959195297,3.6142980437462313,0.9981684981684982,1.0,0.03140179902763592,0.12396886769142139,0.0,0,0.0,546,0,48
P0-spatial,45,P0-spatial_K45,7,2,2.3748594582502753,2.2309325535889712,3.157943969500252,3.5865473193410846,1.0,1.0,0.03383205130071963,0.12302650960170809,0.0,0,0.0,574,0,49
P0-spatial,45,P0-spatial_K45,8,2,2.3880076751640407,2.2393779790519375,3.103704047682754,3.3946879952719655,0.9965217391304347,0.9982608695652174,0.033416239309044374,0.15205178555097398,0.0,0,0.0,575,0,50
P0-spatial,45,P0-spatial_K45,9,2,2.412900255702318,2.2883064046834534,3.25855419591921,3.5622654354860117,0.9983361064891847,0.9983361064891847,0.03492776358106487,0.14837365433177008,0.0,0,0.0,601,0,51
P0-spatial,45,P0-spatial_K45,10,2,2.3676580124921935,2.2397948187354544,3.157943969500252,3.6824549347913624,0.9983552631578947,1.0,0.03484199994256178,0.1386942599905052,0.0,0,0.0,608,0,52
P0-spatial,45,P0-spatial_K45,11,2,2.463205016525941,2.2902169731119315,3.3664208828490416,3.811615909806843,0.9982964224872232,1.0,0.034137565867984235,0.11523479250727248,0.0,0,0.0,587,0,53
P0-spatial,45,P0-spatial_K45,12,2,2.3589543286916053,2.2299247322197857,3.2466108907107127,3.496770007475985,1.0,1.0,0.030791107053727347,0.14218131529081215,0.0,0,0.0,539,0,54
P0-spatial,45,P0-spatial_K45,13,2,2.4405682738169645,2.290216973111825,3.36642088284934,3.7397050594186965,0.9965156794425087,0.9965156794425087,0.03272547443967116,0.13225543464053488,0.0,0,0.0,574,0,55
P0-spatial,45,P0-spatial_K45,14,2,2.3574355007900496,2.2309325535891844,3.2466108907107127,3.603891522094104,1.0,1.0,0.033008834939687225,0.1496790853793113,0.0,0,0.0,569,0,56
P0-spatial,45,P0-spatial_K45,15,2,2.4155823825318685,2.2798743936550636,3.380616344500767,3.7736255943256936,1.0,1.0,0.031979816151066126,0.11253253610519598,0.0,0,0.0,573,0,57
P0-spatial,45,P0-spatial_K45,16,2,2.4017884093188133,2.23937797905279,3.2466108907107127,3.580009397879668,0.998211091234347,0.998211091234347,0.03197917227350546,0.11906307583993858,0.0,0,0.0,559,0,58
P0-spatial,45,P0-spatial_K45,17,2,2.3907243679255017,2.2840903991692585,3.2968110345058803,3.4451179439589805,1.0,1.0,0.03272809593110708,0.13218447333415803,0.0,0,0.0,578,0,59
P0-spatial,45,P0-spatial_K45,18,2,2.381812044177135,2.2299247322197857,3.0529863902168017,3.4221157650347425,0.9967479674796748,0.9983739837398374,0.03569653226006759,0.15369502918763706,0.0,0,0.0,615,0,60
P0-spatial,45,P0-spatial_K45,19,2,2.412489382253304,2.2312100795561918,3.3664208828490416,3.7736255943256722,0.9982817869415808,0.9982817869415808,0.032581732295617595,0.13370985235467117,0.0,0,0.0,582,0,61
P0-spatial,45,P0-spatial_K45,20,2,2.3874637122173765,2.2883064046834534,3.1639139895173685,3.3946879952719655,1.0,1.0,0.033036956682859525,0.12721206243617728,0.0,0,0.0,584,0,62
