policy,K,scenario_id,replication,capacity,mean_response_time,median_response_time,p90_response_time,p95_response_time,coverage_8min,coverage_10min,mean_utilization,max_utilization,mean_queue_length,max_queue_length,queue_fraction,total_incidents,incidents_queued,random_seed
P0-spatial,25,P0-spatial_K25,11,2,2.8694011351510915,2.649480522965746,3.971907124170343,4.497272281116125,0.9982964224872232,1.0,0.06239379761647075,0.14040785016123525,0.0,0,0.0,587,0,53
P0-spatial,25,P0-spatial_K25,12,2,2.798709828034386,2.5412660080076677,3.810136022150246,4.481113971660875,0.9981447124304267,1.0,0.05636458084808131,0.14218131529081215,0.0,0,0.0,539,0,54
P0-spatial,25,P0-spatial_K25,13,2,2.8548130271187975,2.618982446502116,3.971907124170599,4.786570205003932,0.9965156794425087,0.9965156794425087,0.05984941148504006,0.1417131163244833,0.0,0,0.0,574,0,55
P0-spatial,25,P0-spatial_K25,14,2,2.7708496544242354,2.5484627728020115,3.8579946632238205,4.694050683922001,1.0,1.0,0.06034936580182535,0.1545676931201061,0.0,0,0.0,569,0,56
P0-spatial,25,P0-spatial_K25,15,2,2.856812304825451,2.6264852352795742,3.984261643050658,4.958392172728452,1.0,1.0,0.05856694187141995,0.12072429847883523,0.0,0,0.0,573,0,57
P0-spatial,25,P0-spatial_K25,16,2,2.8108866085296054,2.5484627728030773,3.9562323724729818,4.482729802606336,0.998211091234347,0.998211091234347,0.05846999379611471,0.12020679301014776,0.0,0,0.0,559,0,58
P0-spatial,25,P0-spatial_K25,17,2,2.798858589758291,2.618982446502116,3.8071133158925363,4.483537718079035,0.9982698961937716,1.0,0.059846690057815656,0.1343420881090898,0.0,0,0.0,578,0,59
P0-spatial,25,P0-spatial_K25,18,2,2.799962296888027,2.515993251143982,3.8071133158925363,4.544994985339049,0.991869918699187,0.9951219512195122,0.06527424380390422,0.15453316601636566,0.0,0,0.0,615,0,60
P0-spatial,25,P0-spatial_K25,19,2,2.8687205788123897,2.626520966630679,3.984261643050786,4.9583921727293045,0.993127147766323,0.9982817869415808,0.059700794943212475,0.14447573829633928,0.0,0,0.0,582,0,61
P0-spatial,25,P0-spatial_K25,20,2,2.7725956393729754,2.544864390405266,3.857994663224247,4.381993477274477,1.0,1.0,0.06035904998731728,0.1413427200926996,0.0,0,0.0,584,0,62
P0-spatial,25,P0-spatial_K25,21,2,2.819007758192622,2.62655669798205,3.8702583820785894,4.483537718079035,0.996415770609319,1.0,0.05882548243991395,0.1188480882838094,0.0,0,0.0,558,0,63
P0-spatial,25,P0-spatial_K25,22,2,2.833580745133032,2.6371820307409166,3.857994663224247,4.481113971660118,0.9982517482517482,0.9982517482517482,0.06135510138556684,0.14217184723071136,0.0,0,0.0,572,0,64
P0-spatial,25,P0-spatial_K25,23,2,2.814969835248945,2.5484627728020115,3.8579946632238418,4.497272281115517,0.996551724137931,0.9982758620689656,0.06279218740380571,0.14320346474696866,0.0,0,0.0,580,0,65
P0-spatial,25,P0-spatial_K25,24,2,2.77198943786188,2.5484627728022247,3.764752224642509,4.38199347727371,0.9983136593591906,1.0,0.06223949261622523,0.13294842409792795,0.0,0,0.0,593,0,66
P0-spatial,25,P0-spatial_K25,25,2,2.8159424610232264,2.626485235279148,3.857994663224247,4.4319567763081125,0.9983221476510067,1.0,0.0629647867089327,0.1359568802214956,0.0,0,0.0,596,0,67
P0-spatial,25,P0-spatial_K25,26,2,2.8678828774919793,2.6114796577255106,3.974378027946671,4.9583921727293045,0.9948186528497409,0.998272884283247,0.06106085772024243,0.136965554929303,0.0,0,0.0,579,0,68
P0-spatial,25,P0-spatial_K25,27,2,2.814057636161655,2.5484627728022247,3.8579946632241615,4.481113971660427,0.9963963963963964,0.9981981981981982,0.05652865271545572,0.12078506523939903,0.0,0,0.0,555,0,69
P0-spatial,25,P0-spatial_K25,28,2,2.8502840779031775,2.6265566979818367,3.971907124170855,4.694050683922342,0.998220640569395,0.998220640569395,0.058454084174821376,0.13969255168196437,0.0,0,0.0,562,0,70
P0-spatial,25,P0-spatial_K25,29,2,2.844845344034819,2.6265566979817834,3.857994663224929,4.497272281116125,0.9964476021314387,0.9964476021314387,0.057708150077218454,0.1463842562810304,0.0,0,0.0,563,0,71
P1,25,P1_K25,0,2,2.446893362175684,2.2309325535891844,3.499444600819288,3.907578446082168,0.9965397923875432,1.0,0.058729038603619214,0.1265074592055647,0.0,0,0.0,578,0,42
P1,25,P1_K25,1,2,2.429183041428636,2.1747971145651945,3.366420882849468,3.899683992234266,0.9981308411214953,1.0,0.05499782381805002,0.11175764750899807,0.0,0,0.0,535,0,43
P1,25,P1_K25,2,2,2.48600682994512,2.239794818735561,3.4731786521542474,4.0375030638840075,0.9964601769911504,1.0,0.05930367744971261,0.12472939017186183,0.0,0,0.0,565,0,44
P1,25,P1_K25,3,2,2.483704996786219,2.2299247322197857,3.499444600819288,3.9910664934376427,0.998330550918197,0.998330550918197,0.06188324420936782,0.17934149176608588,0.0,0,0.0,599,0,45
P1,25,P1_K25,4,2,2.430269333808039,2.1747971145639156,3.374236358593549,3.8996839922350546,0.9948006932409013,0.9982668977469671,0.05871376224692812,0.13412960174610664,0.0,0,0.0,577,0,46
P1,25,P1_K25,5,2,2.3735260716468427,2.1775238837466304,3.166203834016983,3.8206906521189397,0.9981718464351006,1.0,0.055281175444357566,0.12224484141034882,0.0,0,0.0,547,0,47
P1,25,P1_K25,6,2,2.4341297340167243,2.177523883746204,3.3758911671470315,3.8996839922350546,0.9981684981684982,1.0,0.05667275829253121,0.13301167937483424,0.0,0,0.0,546,0,48
P1,25,P1_K25,7,2,2.478134395260331,2.1946785508444577,3.499444600819224,4.197669179661148,0.9965156794425087,0.9982578397212544,0.06113292969781822,0.12204892282976235,0.0,0,0.0,574,0,49
P1,25,P1_K25,8,2,2.452848039654695,2.2071533850055403,3.367617124380569,3.991066493436886,0.9947826086956522,0.9982608695652174,0.06029718000065337,0.15205178555097398,0.0,0,0.0,575,0,50
P1,25,P1_K25,9,2,2.490432396870233,2.2299247322197857,3.5622654354860117,4.197669179661148,0.9983361064891847,0.9983361064891847,0.06305488244925767,0.14837365433177008,0.0,0,0.0,601,0,51
P1,25,P1_K25,10,2,2.4393502716245905,2.2309325535883318,3.4994446008189097,4.181504412748288,0.9983552631578947,1.0,0.06288857169642269,0.1386942599905052,0.0,0,0.0,608,0,52
P1,25,P1_K25,11,2,2.558646219756376,2.2883064046834534,3.737764133396297,4.197669179661148,0.9982964224872232,1.0,0.06166993596830916,0.11763455115020911,0.0,0,0.0,587,0,53
P1,25,P1_K25,12,2,2.418464559394407,2.1747971145651945,3.3676171243805073,3.8734238407012347,0.9981447124304267,1.0,0.05555127846793466,0.1461611596911971,0.0,0,0.0,539,0,54
P1,25,P1_K25,13,2,2.5257407797007825,2.2883064046836665,3.642262072306721,4.2922563431865575,0.9965156794425087,0.9965156794425087,0.05909985803258788,0.14881618944748848,0.0,0,0.0,574,0,55
P1,25,P1_K25,14,2,2.4645922698406753,2.1747971145641287,3.5712169881341267,4.1976691796609344,1.0,1.0,0.059657856072348914,0.1551384953252152,0.0,0,0.0,569,0,56
P1,25,P1_K25,15,2,2.4838531918783286,2.2393779790519375,3.6422620723058685,4.1045137515013135,1.0,1.0,0.057718903888409195,0.11460168290412814,0.0,0,0.0,573,0,57
P1,25,P1_K25,16,2,2.4916998660834184,2.2309325535883318,3.642262072305911,4.063967903812813,0.9964221824686941,0.998211091234347,0.05776195653806938,0.11883365561248482,0.0,0,0.0,559,0,58
P1,25,P1_K25,17,2,2.4510965561641616,2.235155266320561,3.38416520991359,3.9133913674153606,0.9982698961937716,1.0,0.05904904539346081,0.13374417136037578,0.0,0,0.0,578,0,59
P1,25,P1_K25,18,2,2.462932117238883,2.1747971145641287,3.3770674790879416,4.001515817803165,0.9902439024390244,0.9934959349593496,0.06445172967499851,0.15453316601636566,0.0,0,0.0,615,0,60
P1,25,P1_K25,19,2,2.5156343563697043,2.1822037166828423,3.642262072306636,4.197669179661126,0.9948453608247423,0.9982817869415808,0.058885333905666214,0.13594929648688092,0.0,0,0.0,582,0,61
P1,25,P1_K25,20,2,2.467253273975623,2.2393779790519375,3.3792007842537837,3.8996839922350546,0.9982876712328768,1.0,0.05965143117226941,0.1310725635026866,0.0,0,0.0,584,0,62
P1,25,P1_K25,21,2,2.507768025269463,2.23937797905279,3.5862644265319696,4.4001455456988054,0.996415770609319,1.0,0.05813630874558406,0.10710461012216113,0.0,0,0.0,558,0,63
P1,25,P1_K25,22,2,2.4356622012772235,2.182203716683162,3.499444600819288,3.9623958616646022,0.9982517482517482,0.9982517482517482,0.06045188945268775,0.13958753859867923,0.0,0,0.0,572,0,64
P1,25,P1_K25,23,2,2.539787921033055,2.2640506117099335,3.7367936703850546,4.349991609798054,0.996551724137931,0.9982758620689656,0.06215883220441982,0.14568473201582144,0.0,0,0.0,580,0,65
P1,25,P1_K25,24,2,2.4304279128230855,2.2299247322197857,3.367377876074613,3.8996839922350546,0.9983136593591906,1.0,0.061435738710082344,0.13388118715978797,0.0,0,0.0,593,0,66
P1,25,P1_K25,25,2,2.492400020245697,2.2393779790519375,3.642262072306721,4.324862700845031,0.9983221476510067,1.0,0.06219958315852228,0.12410779481089189,0.0,0,0.0,596,0,67
P1,25,P1_K25,26,2,2.5249792915375244,2.2299247322197857,3.578264762850498,4.70624010110791,0.9948186528497409,0.998272884283247,0.06027299590965649,0.1359850190242077,0.0,0,0.0,579,0,68
P1,25,P1_K25,27,2,2.448847208220741,2.182203716683375,3.3770674790879416,4.039191784808189,0.9963963963963964,0.9981981981981982,0.055724320225347686,0.11893390492775868,0.0,0,0.0,555,0,69
P1,25,P1_K25,28,2,2.499380554208739,2.2299247322197857,3.499444600819288,4.141828927635185,0.998220640569395,0.998220640569395,0.05767151361801073,0.13116140582131464,0.0,0,0.0,562,0,70
P1,25,P1_K25,29,2,2.528083931243754,2.2883064046834534,3.530405170413474,4.197669179661148,0.9964476021314387,0.9964476021314387,0.05700046485737173,0.13184033735446074,0.0,0,0.0,563,0,71
P2,25,P2_K25,0,2,2.4872482545043835,2.239794818735561,3.4994446008189257,3.907578446082168,0.9965397923875432,1.0,0.05882159863443662,0.13339685105575128,0.0,0,0.0,578,0,42
P2,25,P2_K25,1,2,2.5115649219064045,2.2309325535883318,3.3841652099134194,4.039068432637343,0.9981308411214953,1.0,0.05517272185795321,0.1143599719096455,0.0,0,0.0,535,0,43
P2,25,P2_K25,2,2,2.497052082855536,2.2499467463217115,3.433779729157237,4.119365360281726,0.9964601769911504,1.0,0.059328441608023655,0.1260274079912936,0.0,0,0.0,565,0,44
P2,25,P2_K25,3,2,2.506549929472774,2.2393779790519375,3.4477938355555886,4.204841772015827,0.998330550918197,0.998330550918197,0.06193754625174579,0.17863934984022284,0.0,0,0.0,599,0,45
P2,25,P2_K25,4,2,2.47314672756768,2.1750685830517114,3.4373591035950426,3.8996839922350546,0.9948006932409013,0.9982668977469671,0.058811937866766646,0.13412960174610664,0.0,0,0.0,577,0,46
P2,25,P2_K25,5,2,2.4557055356259876,2.2309325535891844,3.366420882849212,3.8996839922350546,0.9981718464351006,1.0,0.05545955705862976,0.12224484141034882,0.0,0,0.0,547,0,47
P2,25,P2_K25,6,2,2.3924509503033784,2.1822037166828423,3.283819543060247,3.642262072306721,0.9981684981684982,1.0,0.05658245426115229,0.13065414273054055,0.0,0,0.0,546,0,48
P2,25,P2_K25,7,2,2.4867205333414484,2.230932553588758,3.45488176631426,3.9259460778568585,0.9965156794425087,0.9982578397212544,0.06115248701233634,0.12204892282976235,0.0,0,0.0,574,0,49
P2,25,P2_K25,8,2,2.50070445390967,2.230932553588758,3.4686632994779543,4.341352577884802,0.9947826086956522,0.9982608695652174,0.06040637618397324,0.15423003648230876,0.0,0,0.0,575,0,50
P2,25,P2_K25,9,2,2.508084086767648,2.2499467463217115,3.5013779060676598,3.8996839922350546,0.9983361064891847,0.9983361064891847,0.06309698032873522,0.14837365433177008,0.0,0,0.0,601,0,51
P2,25,P2_K25,10,2,2.4449650182997025,2.23937797905279,3.3664208828491695,3.8996839922350546,0.9983552631578947,1.0,0.06290211838681345,0.1386942599905052,0.0,0,0.0,608,0,52
P2,25,P2_K25,11,2,2.5917779357633117,2.290216973111825,3.7218028588351753,4.497272281116125,0.9982964224872232,1.0,0.06174711183059514,0.11708502781786653,0.0,0,0.0,587,0,53
P2,25,P2_K25,12,2,2.484059127827171,2.2299247322197857,3.442365578657103,3.8996839922350546,0.9981447124304267,1.0,0.05569157796152696,0.14218131529081215,0.0,0,0.0,539,0,54
P2,25,P2_K25,13,2,2.5306811177879105,2.288306404684306,3.543999176660253,3.9908902760507203,0.9965156794425087,0.9965156794425087,0.059111111024897446,0.1353074974619946,0.0,0,0.0,574,0,55
P2,25,P2_K25,14,2,2.4611117087199417,2.2071533850046876,3.4423655786573586,3.9447047104441157,1.0,1.0,0.0596499971863263,0.15178548714612664,0.0,0,0.0,569,0,56
P2,25,P2_K25,15,2,2.4810358519897178,2.2499467463217115,3.499444600819288,3.920735869160693,1.0,1.0,0.05771249779413866,0.12118797732003303,0.0,0,0.0,573,0,57
P2,25,P2_K25,16,2,2.472786028398864,2.2393779790519375,3.462391478907989,3.899683992234479,0.998211091234347,0.998211091234347,0.057720000842570715,0.11883365561248482,0.0,0,0.0,559,0,58
P2,25,P2_K25,17,2,2.4880253431338364,2.239794818735561,3.437359103594403,4.015129139122916,0.9982698961937716,1.0,0.05913374713500235,0.13827468207596805,0.0,0,0.0,578,0,59
P2,25,P2_K25,18,2,2.5556973368774396,2.2299247322193594,3.5872043730429723,4.982166919720725,0.9902439024390244,0.9934959349593496,0.06467812098483072,0.15533864818146645,0.0,0,0.0,615,0,60
P2,25,P2_K25,19,2,2.5566571321914027,2.2393779790519375,3.642262072306721,4.497272281116125,0.9948453608247423,0.9982817869415808,0.05898007698315918,0.13887847403150713,0.0,0,0.0,582,0,61
P2,25,P2_K25,20,2,2.464847031322901,2.2499467463217115,3.4362852912631894,3.8996839922349267,1.0,1.0,0.05964585480040756,0.12873958592288595,0.0,0,0.0,584,0,62
P2,25,P2_K25,21,2,2.475287171763749,2.23937797905279,3.4076330906119106,3.991561138741986,0.996415770609319,1.0,0.058064386855678565,0.1058356457040068,0.0,0,0.0,558,0,63
P2,25,P2_K25,22,2,2.5321259211228835,2.23937797905279,3.6342624086239237,4.244326397049285,0.9982517482517482,0.9982517482517482,0.060670846785035835,0.13958753859867923,0.0,0,0.0,572,0,64
P2,25,P2_K25,23,2,2.560655191771614,2.2883064046834534,3.642262072306721,4.5086085699348075,0.996551724137931,0.9982758620689656,0.062206860049770475,0.1422406796079025,0.0,0,0.0,580,0,65
P2,25,P2_K25,24,2,2.5042269859988258,2.239794818735561,3.497462233335427,4.851493615517028,0.9983136593591906,1.0,0.061609400814817306,0.13388118715978797,0.0,0,0.0,593,0,66
P2,25,P2_K25,25,2,2.5423700977390453,2.239794818735241,3.631642246499922,4.843162960082168,0.9983221476510067,1.0,0.06231776635767321,0.1237723622724219,0.0,0,0.0,596,0,67
P2,25,P2_K25,26,2,2.5615214244147446,2.2393779790519375,3.5761407976890953,5.035168771349328,0.9948186528497409,0.998272884283247,0.0603569558101958,0.13296559439732347,0.0,0,0.0,579,0,68
P2,25,P2_K25,27,2,2.457687704420598,2.2071533850055403,3.3664208828492974,3.8996839922350546,0.9963963963963964,0.9981981981981982,0.05574379036578784,0.11539548012593025,0.0,0,0.0,555,0,69
P2,25,P2_K25,28,2,2.494267197863898,2.2309325535891844,3.437359103595554,3.8996839922350546,0.998220640569395,0.998220640569395,0.057660110021717864,0.13379177015498153,0.0,0,0.0,562,0,70
P2,25,P2_K25,29,2,2.4901993103606483,2.28830640468356,3.366420882849468,3.8996839922350226,0.9982817869415808,0.9982817869415808,0.05907141004407651,0.13217123481794263,0.0,0,0.0,582,0,71
