mean_response_time,p90_response_time,coverage_8min,mean_utilization,max_utilization,mean_queue_length,max_queue_length,queue_fraction,total_incidents,incidents_queued,cbd_mean_rt,cbd_coverage_8min,non_cbd_mean_rt,non_cbd_coverage_8min,random_seed,experiment_id,scenario_id,replication,policy,K,scenario_type
8.370421538469822,19.511170733922086,0.6406779661016949,0.13954579172615877,0.6007247248239053,0.0,0,0.0,885,0,2.8943777517849627,1.0,14.80174569089086,0.21867321867321868,53,cbd_robustness,A_cbdsurge_P0,11,P0,20,cbd_surge
8.791048619973933,20.44042640917467,0.6147816349384099,0.14186925726742133,0.6127408259153102,0.0,0,0.0,893,0,2.874685667763265,0.9936974789915967,15.544498896358297,0.18225419664268586,54,cbd_robustness,A_cbdsurge_P0,12,P0,20,cbd_surge
8.489887446286744,20.342862618551294,0.6177130044843049,0.14121658144756316,0.6099939142950573,0.0,0,0.0,892,0,2.86700326907464,0.9959839357429718,15.59698470580864,0.13959390862944163,55,cbd_robustness,A_cbdsurge_P0,13,P0,20,cbd_surge
8.448463275029809,20.44290182794768,0.6355042016806722,0.15172139463009965,0.6006977149333147,0.0,0,0.0,952,0,2.8930901193157936,0.9944341372912802,15.69869603757183,0.16707021791767554,56,cbd_robustness,A_cbdsurge_P0,14,P0,20,cbd_surge
8.238261604343196,20.306932465615446,0.6401384083044983,0.13552840902271435,0.5902408283239323,0.0,0,0.0,867,0,2.844333455401321,0.9979716024340771,15.348439618857485,0.16844919786096257,57,cbd_robustness,A_cbdsurge_P0,15,P0,20,cbd_surge
8.435238926307173,19.395299946311862,0.6053240740740741,0.13792538747568212,0.6129243043178195,0.0,0,0.0,864,0,2.9497569345850447,0.9935344827586207,14.798398036704844,0.155,58,cbd_robustness,A_cbdsurge_P0,16,P0,20,cbd_surge
7.80825289985841,18.909920161087435,0.6696935300794552,0.13583009748903926,0.5879105798995147,0.0,0,0.0,881,0,2.791864259946947,0.9980276134122288,14.608544451823951,0.22459893048128343,59,cbd_robustness,A_cbdsurge_P0,17,P0,20,cbd_surge
8.895946660374996,20.403354414474094,0.598159509202454,0.15647002277843128,0.6453580152022188,0.0,0,0.0,978,0,2.827851155127294,0.9980314960629921,15.454654142642726,0.16595744680851063,60,cbd_robustness,A_cbdsurge_P0,18,P0,20,cbd_surge
8.209359247872058,19.14879346893096,0.6399155227032735,0.1468078933521869,0.6169407369764311,0.0,0,0.0,947,0,2.8937651194607388,0.9981308411214953,15.111890458309087,0.17475728155339806,61,cbd_robustness,A_cbdsurge_P0,19,P0,20,cbd_surge
8.28207294630148,19.9964809445532,0.6295045045045045,0.1389891397021201,0.6041653550638261,0.0,0,0.0,888,0,2.9045404846176686,0.9959595959595959,15.0553008560559,0.16793893129770993,62,cbd_robustness,A_cbdsurge_P0,20,P0,20,cbd_surge
8.346128394539784,20.130054939765273,0.6254375729288215,0.1354650020470783,0.5929447261704163,0.0,0,0.0,857,0,2.8354604199341216,0.9935205183585313,14.821862588048472,0.19289340101522842,63,cbd_robustness,A_cbdsurge_P0,21,P0,20,cbd_surge
8.792074423963017,21.641972230666116,0.6203605514316013,0.15121628906762768,0.6111480527040257,0.0,0,0.0,943,0,2.9411494671933704,0.998015873015873,15.509309454058467,0.1867881548974943,64,cbd_robustness,A_cbdsurge_P0,22,P0,20,cbd_surge
8.03917455926003,19.290538404695695,0.662379421221865,0.14905529301550413,0.6214487048492968,0.0,0,0.0,933,0,2.9293690727083948,0.9981481481481481,15.06028133467449,0.2010178117048346,65,cbd_robustness,A_cbdsurge_P0,23,P0,20,cbd_surge
8.621805645417842,20.034358050379524,0.6164241164241164,0.15233003170117068,0.6471340917020262,0.0,0,0.0,962,0,2.995995536885958,0.9904030710172744,15.268170875678864,0.1746031746031746,66,cbd_robustness,A_cbdsurge_P0,24,P0,20,cbd_surge
7.99942201583453,19.201170633698073,0.6415730337078651,0.13898913252045872,0.5986196728461631,0.0,0,0.0,890,0,2.829741581302432,0.9960707269155207,14.905897976928596,0.1679790026246719,67,cbd_robustness,A_cbdsurge_P0,25,P0,20,cbd_surge
8.40501022310315,19.888233556896758,0.6189931350114416,0.13879291214599368,0.6012528732064143,0.0,0,0.0,874,0,2.858442653612248,0.9978858350951374,14.947470224023839,0.17206982543640897,68,cbd_robustness,A_cbdsurge_P0,26,P0,20,cbd_surge
8.496164184836184,20.282979030324668,0.6088362068965517,0.14555250710648188,0.6108409550678575,0.0,0,0.0,928,0,2.941069470678823,0.984313725490196,15.273911324119087,0.1507177033492823,69,cbd_robustness,A_cbdsurge_P0,27,P0,20,cbd_surge
7.996827655012946,18.755734788897882,0.6468571428571429,0.1370341421005773,0.5646515909220439,0.0,0,0.0,875,0,2.9840342740242907,0.9900990099009901,14.838613215551517,0.1783783783783784,70,cbd_robustness,A_cbdsurge_P0,28,P0,20,cbd_surge
8.1893044740853,19.046007732094154,0.6361581920903955,0.1372451008800984,0.607867299523901,0.0,0,0.0,885,0,2.9146345652346555,0.9938775510204082,14.73256588000129,0.19240506329113924,71,cbd_robustness,A_cbdsurge_P0,29,P0,20,cbd_surge
7.990971580039891,19.189366805509565,0.6557093425605537,0.10505770156601871,0.5236951137183021,0.0,0,0.0,578,0,2.7739820098131234,0.996969696969697,14.932933508164222,0.20161290322580644,42,cbd_robustness,B_cbdslow_P0,0,P0,20,cbd_slow_service
8.431345064625136,20.130054939764932,0.6352530541012217,0.10577234612279898,0.5189759998708514,0.0,0,0.0,573,0,2.7357928589062075,1.0,15.287913681509847,0.19615384615384615,43,cbd_robustness,B_cbdslow_P0,1,P0,20,cbd_slow_service
8.331358407612207,19.827024675099832,0.6303236797274276,0.11072637282234236,0.5396383440743987,0.0,0,0.0,587,0,2.8749289353741934,0.9969135802469136,15.053347567327478,0.17870722433460076,44,cbd_robustness,B_cbdslow_P0,2,P0,20,cbd_slow_service
7.955293465965409,18.709952616830478,0.6387959866220736,0.10996313725902371,0.5214481243878749,0.0,0,0.0,598,0,2.7805147996113395,1.0,13.91187322579743,0.22302158273381295,45,cbd_robustness,B_cbdslow_P0,3,P0,20,cbd_slow_service
8.315163279919332,20.322602887135076,0.6481802426343154,0.10599394826574397,0.5148401930250845,0.0,0,0.0,577,0,2.725911225893676,1.0,15.422755458857472,0.20078740157480315,46,cbd_robustness,B_cbdslow_P0,4,P0,20,cbd_slow_service
7.738391922097036,18.776778789351418,0.6617915904936015,0.0985256675407233,0.516599563487734,0.0,0,0.0,547,0,2.7175967750518266,0.996742671009772,14.160825714359031,0.23333333333333334,47,cbd_robustness,B_cbdslow_P0,5,P0,20,cbd_slow_service
8.228450410986422,20.034358050379097,0.6598984771573604,0.11008409746162195,0.5389946034548313,0.0,0,0.0,591,0,2.7920834448756446,0.9970238095238095,15.391663354567681,0.21568627450980393,48,cbd_robustness,B_cbdslow_P0,6,P0,20,cbd_slow_service
8.389268482835929,20.309096399524265,0.6388384754990926,0.105313445908278,0.5290437457026556,0.0,0,0.0,551,0,2.7683229046850553,1.0,15.409714796771304,0.18775510204081633,49,cbd_robustness,B_cbdslow_P0,7,P0,20,cbd_slow_service
7.911852986638633,18.86035908244253,0.6591337099811676,0.09832439223292047,0.5353309771827528,0.0,0,0.0,531,0,2.6949857341693972,1.0,14.898318382015928,0.2026431718061674,50,cbd_robustness,B_cbdslow_P0,8,P0,20,cbd_slow_service
7.467319256708142,18.90992016108754,0.6751361161524501,0.10152645731194385,0.5253666335630959,0.0,0,0.0,551,0,2.7328330975347153,1.0,14.07501515711975,0.2217391304347826,51,cbd_robustness,B_cbdslow_P0,9,P0,20,cbd_slow_service
8.177057695365187,19.189366805509565,0.6381578947368421,0.11279365124865037,0.5475652588294263,0.0,0,0.0,608,0,2.825728899050806,0.9970414201183432,14.876128558899492,0.18888888888888888,52,cbd_robustness,B_cbdslow_P0,10,P0,20,cbd_slow_service
8.10810146431688,19.75221782742966,0.6388415672913118,0.10973410756809102,0.5141633969599818,0.0,0,0.0,587,0,2.8003005387313404,0.9970238095238095,15.213364854742144,0.1593625498007968,53,cbd_robustness,B_cbdslow_P0,11,P0,20,cbd_slow_service
8.436474542187131,19.897142912303476,0.6029684601113172,0.10045283601601245,0.5205332621624916,0.0,0,0.0,539,0,2.740069965988223,1.0,14.780705521169445,0.1607843137254902,54,cbd_robustness,B_cbdslow_P0,12,P0,20,cbd_slow_service
8.192963242935791,19.0666069339244,0.632404181184669,0.10581928467768749,0.5268995037064454,0.0,0,0.0,574,0,2.736675049127667,1.0,14.736328011755498,0.19157088122605365,55,cbd_robustness,B_cbdslow_P0,13,P0,20,cbd_slow_service
8.043637218162864,19.41685238242879,0.6429699842022117,0.11753978835996119,0.546864220400486,0.0,0,0.0,633,0,2.794024711268549,1.0,14.536090848597532,0.20141342756183744,56,cbd_robustness,B_cbdslow_P0,14,P0,20,cbd_slow_service
8.149692127367071,19.752217827429916,0.6631762652705061,0.10370411186826411,0.5245139519607301,0.0,0,0.0,573,0,2.745923954634865,1.0,15.033063490252145,0.23412698412698413,57,cbd_robustness,B_cbdslow_P0,15,P0,20,cbd_slow_service
8.159947238681852,19.189366805508712,0.6316758747697975,0.10051885308784252,0.5395936259958853,0.0,0,0.0,543,0,2.713093414569501,1.0,14.591172235826555,0.19678714859437751,58,cbd_robustness,B_cbdslow_P0,16,P0,20,cbd_slow_service
7.881329396763789,18.86035908244253,0.6470588235294118,0.1052177450958012,0.5371808449838524,0.0,0,0.0,578,0,2.7713577082195546,1.0,14.585612252133824,0.184,59,cbd_robustness,B_cbdslow_P0,17,P0,20,cbd_slow_service
8.22650893545823,19.511170733922086,0.6390243902439025,0.11544233021020281,0.5699611557903357,0.0,0,0.0,615,0,2.77865925340496,1.0,14.962032178724096,0.19272727272727272,60,cbd_robustness,B_cbdslow_P0,18,P0,20,cbd_slow_service
8.112086871064275,18.86035908244253,0.6407079646017699,0.10242976371250012,0.4823031286671331,0.0,0,0.0,565,0,2.8723954314038758,0.9936507936507937,14.714098085036378,0.196,61,cbd_robustness,B_cbdslow_P0,19,P0,20,cbd_slow_service
7.934222813989166,19.473723776658574,0.6500857632933105,0.10617038664319603,0.5392661811652633,0.0,0,0.0,583,0,2.736120685261633,1.0,14.761888705293982,0.19047619047619047,62,cbd_robustness,B_cbdslow_P0,20,P0,20,cbd_slow_service
8.56893316438165,19.373932563100322,0.6031195840554593,0.10835392866608187,0.551858402373538,0.0,0,0.0,577,0,2.856907990285849,0.9965986394557823,14.502980518389302,0.19434628975265017,63,cbd_robustness,B_cbdslow_P0,21,P0,20,cbd_slow_service
8.253108634949202,19.730609581897024,0.6311188811188811,0.1083150834256065,0.5072925398761994,0.0,0,0.0,572,0,2.7529015356199316,1.0,15.139194688440176,0.16929133858267717,64,cbd_robustness,B_cbdslow_P0,22,P0,20,cbd_slow_service
8.333193444335762,20.308802801222157,0.6366782006920415,0.11060780535800371,0.5461523347093336,0.0,0,0.0,578,0,2.720187409381037,0.9968152866242038,15.00926880409252,0.20833333333333334,65,cbd_robustness,B_cbdslow_P0,23,P0,20,cbd_slow_service
7.896863629197016,19.039146051497255,0.6557093425605537,0.106664738233284,0.5307774992320412,0.0,0,0.0,578,0,2.7397538595763953,1.0,14.338234197478025,0.22568093385214008,66,cbd_robustness,B_cbdslow_P0,24,P0,20,cbd_slow_service
8.140356006135741,20.130054939765444,0.653781512605042,0.11081895252472596,0.5451071154722683,0.0,0,0.0,595,0,2.7588748925689397,1.0,15.027002335374481,0.210727969348659,67,cbd_robustness,B_cbdslow_P0,25,P0,20,cbd_slow_service
8.216340147191671,20.072636806133435,0.6463195691202872,0.10399801673553384,0.5002692759708882,0.0,0,0.0,557,0,2.8243849260137925,0.9969040247678018,15.659081755911563,0.1623931623931624,68,cbd_robustness,B_cbdslow_P0,26,P0,20,cbd_slow_service
8.496964402918591,19.795566366434443,0.6233766233766234,0.11242742602270747,0.5961063367286741,0.0,0,0.0,616,0,2.746503658567498,0.9939759036144579,15.21933400546987,0.19014084507042253,69,cbd_robustness,B_cbdslow_P0,27,P0,20,cbd_slow_service
8.510606223978412,21.14145532966201,0.6174377224199288,0.10428767835405868,0.5302760191083427,0.0,0,0.0,562,0,2.8358727706760036,1.0,15.49142912288217,0.14682539682539683,70,cbd_robustness,B_cbdslow_P0,28,P0,20,cbd_slow_service
7.788462126300413,18.755734788897627,0.6678141135972461,0.10476409918072864,0.5234722391879025,0.0,0,0.0,581,0,2.759237146746674,0.9970059880239521,14.58911452780223,0.22267206477732793,71,cbd_robustness,B_cbdslow_P0,29,P0,20,cbd_slow_service
2.779176028271259,4.554297639571403,0.9925847457627118,0.12150836972512521,0.2017564606717237,0.0,0,0.0,944,0,2.6093953442419027,0.9961685823754789,2.9891891018810317,0.9881516587677726,42,cbd_robustness,A_cbdsurge_P1,0,P1,20,cbd_surge
2.714701922409428,4.345509746698497,0.9929328621908127,0.11017021759931227,0.20419985482765698,0.0,0,0.0,849,0,2.456952470289339,1.0,3.058131824272734,0.9835164835164835,43,cbd_robustness,A_cbdsurge_P1,1,P1,20,cbd_surge
2.7641648850334577,4.501015918487854,0.9924650161463939,0.12342191197454788,0.21969628620108037,0.0,0,0.0,929,0,2.516216845986892,1.0,3.0712619743586016,0.983132530120482,44,cbd_robustness,A_cbdsurge_P1,2,P1,20,cbd_surge
2.7648660395351357,4.55120630075541,0.9912663755458515,0.11921671888907533,0.20095529532445267,0.0,0,0.0,916,0,2.615075997816723,0.9961759082217974,2.9642049500153633,0.9847328244274809,45,cbd_robustness,A_cbdsurge_P1,3,P1,20,cbd_surge
2.781778376104697,4.558934647794729,0.9906928645294726,0.12591157515268442,0.21047667401392017,0.0,0,0.0,967,0,2.5021812583670235,1.0,3.138346935666624,0.9788235294117648,46,cbd_robustness,A_cbdsurge_P1,4,P1,20,cbd_surge
2.775941777810875,4.612621786564345,0.991130820399113,0.11533765371189167,0.20230830406653655,0.0,0,0.0,902,0,2.5974218280562624,0.996116504854369,3.0135070856238597,0.9844961240310077,47,cbd_robustness,A_cbdsurge_P1,5,P1,20,cbd_surge
2.663967576000259,4.353932524996252,0.9945175438596491,0.12007032789351321,0.20360643023144098,0.0,0,0.0,912,0,2.4972716485727537,1.0,2.891123166225305,0.9870466321243523,48,cbd_robustness,A_cbdsurge_P1,6,P1,20,cbd_surge
2.8081831797122936,4.470054375687085,0.9846153846153847,0.12202959165020588,0.18825043097782707,0.0,0,0.0,910,0,2.5918610024797206,0.9960474308300395,3.0791213521867533,0.9702970297029703,49,cbd_robustness,A_cbdsurge_P1,7,P1,20,cbd_surge
2.7172770407786957,4.344185783484704,0.9944994499449945,0.11927235910172233,0.219976315347502,0.0,0,0.0,909,0,2.5747263195533336,0.9980430528375733,2.90030070546754,0.9899497487437185,50,cbd_robustness,A_cbdsurge_P1,8,P1,20,cbd_surge
2.738118582362619,4.397984307168201,0.9903536977491961,0.12259709841203932,0.2397112458378785,0.0,0,0.0,933,0,2.536752137039532,1.0,2.968648443904912,0.9793103448275862,51,cbd_robustness,A_cbdsurge_P1,9,P1,20,cbd_surge
2.7472851040766257,4.489279792124421,0.99140708915145,0.11974056056646329,0.20641886192354705,0.0,0,0.0,931,0,2.4382389440466348,0.9979338842975206,3.0819122661672647,0.9843400447427293,52,cbd_robustness,A_cbdsurge_P1,10,P1,20,cbd_surge
2.720971703348811,4.444572254876036,0.9965556831228473,0.11286817762243403,0.1968850379934246,0.0,0,0.0,871,0,2.5348254867524354,0.9979296066252588,2.9526949575138866,0.9948453608247423,53,cbd_robustness,A_cbdsurge_P1,11,P1,20,cbd_surge
2.8078213585047527,4.771678808093215,0.9921612541993281,0.11536617222529835,0.20565945290803203,0.0,0,0.0,893,0,2.537060318435271,1.0,3.1168915145552885,0.9832134292565947,54,cbd_robustness,A_cbdsurge_P1,12,P1,20,cbd_surge
2.756442165929965,4.489279792124421,0.9879253567508233,0.11853929657444831,0.19722563013776212,0.0,0,0.0,911,0,2.476850105144079,0.9979674796747967,3.084745970003131,0.9761336515513126,55,cbd_robustness,A_cbdsurge_P1,13,P1,20,cbd_surge
2.788381626442781,4.707278059147172,0.9895833333333334,0.12650231931465575,0.19497874844558935,0.0,0,0.0,960,0,2.5512621966965714,0.9927007299270073,3.103773489309099,0.9854368932038835,56,cbd_robustness,A_cbdsurge_P1,14,P1,20,cbd_surge
2.6303962654820947,4.049112206496375,0.9930635838150289,0.11101303780760388,0.17685459499224665,0.0,0,0.0,865,0,2.417881570282073,1.0,2.8965930581675394,0.984375,57,cbd_robustness,A_cbdsurge_P1,15,P1,20,cbd_surge
2.741031537880255,4.38248265535731,0.9930555555555556,0.11352164152528096,0.20276906497681815,0.0,0,0.0,864,0,2.4891660443685235,1.0,3.033195510353863,0.985,58,cbd_robustness,A_cbdsurge_P1,16,P1,20,cbd_surge
2.7638968174965783,4.489279792124421,0.9901960784313726,0.10486786684358887,0.16559379195073123,0.0,0,0.0,816,0,2.5359767711963923,0.9934354485776805,3.054034592313249,0.9860724233983287,59,cbd_robustness,A_cbdsurge_P1,17,P1,20,cbd_surge
2.823837709353665,4.8096458570243,0.99079754601227,0.12701306566484558,0.2182240914649748,0.0,0,0.0,978,0,2.511326178101332,0.9980314960629921,3.161616130366826,0.9829787234042553,60,cbd_robustness,A_cbdsurge_P1,18,P1,20,cbd_surge
2.801404724247782,4.777429979779981,0.9919191919191919,0.12720302382782178,0.21399543992568526,0.0,0,0.0,990,0,2.5319931371119804,0.9964476021314387,3.1566242173565784,0.9859484777517564,61,cbd_robustness,A_cbdsurge_P1,19,P1,20,cbd_surge
2.7729984580143645,4.47440214522796,0.9876265466816648,0.11490343407088151,0.1993679269993791,0.0,0,0.0,889,0,2.5350154019430073,1.0,3.071987322875587,0.9720812182741116,62,cbd_robustness,A_cbdsurge_P1,20,P1,20,cbd_surge
2.680309125366572,4.049112206496375,0.9941656942823804,0.11137964930064234,0.20986185281066772,0.0,0,0.0,857,0,2.4519707383248286,0.9978401727861771,2.9486357070932905,0.9898477157360406,63,cbd_robustness,A_cbdsurge_P1,21,P1,20,cbd_surge
2.8732720002801817,4.894436696330331,0.9905759162303664,0.12504130386195747,0.20444112985076815,0.0,0,0.0,955,0,2.6100960776630227,0.9962121212121212,3.198697965483601,0.9836065573770492,64,cbd_robustness,A_cbdsurge_P1,22,P1,20,cbd_surge
2.7003287057137135,4.464988378561203,0.9935691318327974,0.12434724152066919,0.20611814261785805,0.0,0,0.0,933,0,2.5667564523323434,1.0,2.8838630996728485,0.9847328244274809,65,cbd_robustness,A_cbdsurge_P1,23,P1,20,cbd_surge
2.733970132370799,4.279444082744419,0.9921612541993281,0.11568356456808712,0.19984588684459081,0.0,0,0.0,893,0,2.5400790751792792,0.9979423868312757,2.965496063071237,0.9852579852579852,66,cbd_robustness,A_cbdsurge_P1,24,P1,20,cbd_surge
2.7481424218399155,4.467918218305158,0.9876404494382023,0.11580640018585928,0.1879357578756838,0.0,0,0.0,890,0,2.5926426432194796,0.9941060903732809,2.955883595902388,0.979002624671916,67,cbd_robustness,A_cbdsurge_P1,25,P1,20,cbd_surge
2.746319582729434,4.4454419313475455,0.9941860465116279,0.11249431275669686,0.18425241315556282,0.0,0,0.0,860,0,2.5972705876885165,0.9956896551724138,2.920962849646065,0.9924242424242424,68,cbd_robustness,A_cbdsurge_P1,26,P1,20,cbd_surge
2.6788640092768596,4.397984307168095,0.9957627118644068,0.12082574811263162,0.1942385004872691,0.0,0,0.0,944,0,2.456624095405246,1.0,2.9695690310893603,0.9902200488997555,69,cbd_robustness,A_cbdsurge_P1,27,P1,20,cbd_surge
2.784994203153611,4.460593618945694,0.9920091324200914,0.1145210207104661,0.18627803100869972,0.0,0,0.0,876,0,2.6093992355330426,0.998019801980198,3.0240116119093714,0.9838274932614556,70,cbd_robustness,A_cbdsurge_P1,28,P1,20,cbd_surge
2.683865299076797,4.037929372660045,0.9920993227990971,0.11317804437015319,0.22491240493932452,0.0,0,0.0,886,0,2.4705615919972934,1.0,2.9490099071173947,0.9822784810126582,71,cbd_robustness,A_cbdsurge_P1,29,P1,20,cbd_surge
2.598916949366004,3.899683992234607,0.9965397923875432,0.08959833858720158,0.15968964615437933,0.0,0,0.0,578,0,2.459613876795899,1.0,2.7842799088342876,0.9919354838709677,42,cbd_robustness,B_cbdslow_P1,0,P1,20,cbd_slow_service
2.6433155641447135,4.04911220649565,0.994392523364486,0.08408304344537816,0.15887620880389303,0.0,0,0.0,535,0,2.4667789535507287,0.9967845659163987,2.888417733317613,0.9910714285714286,43,cbd_robustness,B_cbdslow_P1,1,P1,20,cbd_slow_service
2.6990651149664138,4.269792243535846,0.9929203539823008,0.09062710659334364,0.15773852849136352,0.0,0,0.0,565,0,2.512136731340368,0.9968354430379747,2.9362914973994676,0.9879518072289156,44,cbd_robustness,B_cbdslow_P1,2,P1,20,cbd_slow_service
