policy,K,scenario_id,replication,capacity,mean_response_time,median_response_time,p90_response_time,p95_response_time,coverage_6min,coverage_8min,coverage_10min,mean_utilization,max_utilization,mean_queue_length,max_queue_length,queue_fraction,total_incidents,incidents_queued,random_seed
P0,25,P0_K25,0,2,2.753685222876165,2.5214508029379346,3.8580784525103695,4.43591485201829,0.9930795847750865,0.9982698961937716,1.0,0.05943271199840063,0.1433720894689833,0.0,0,0.0,578,0,42
P0,25,P0_K25,1,2,2.7577052935534647,2.5214508029381477,3.8069993510775646,4.382095886401629,0.9906542056074766,0.9981308411214953,1.0,0.05569528177395,0.14101540081533623,0.0,0,0.0,535,0,43
P0,25,P0_K25,2,2,2.8572018912840838,2.6494454677668955,3.971785019012657,4.493880676322077,0.9929203539823008,0.9982300884955753,1.0,0.06013592034517505,0.12850709122515158,0.0,0,0.0,565,0,44
P0,25,P0_K25,3,2,2.7751056386824713,2.5728157699153087,3.743332030166629,4.382095886401672,0.994991652754591,0.998330550918197,0.998330550918197,0.06257589890974827,0.12490018623248328,0.0,0,0.0,599,0,45
P0,25,P0_K25,4,2,2.856146014841905,2.6265561944174465,3.9717850190118043,4.732765666568967,0.9878682842287695,0.9965337954939342,0.9982668977469671,0.05968888464754941,0.15606572725804252,0.0,0,0.0,577,0,46
P0,25,P0_K25,5,2,2.7722463938884254,2.5728157699148824,3.7361715320275835,4.382095886401629,0.9908592321755028,0.9981718464351006,1.0,0.05614665169938205,0.12650855040867068,0.0,0,0.0,547,0,47
P0,25,P0_K25,6,2,2.7592335931149328,2.541256216788099,3.7719740227231853,4.382095886401544,0.9963302752293578,0.998165137614679,1.0,0.05730794689155262,0.1114651876225703,0.0,0,0.0,545,0,48
P0,25,P0_K25,7,2,2.8245790466458236,2.62655619441702,3.984195853342385,4.69396609715432,0.9878048780487805,1.0,1.0,0.06192205362597418,0.13942386752390026,0.0,0,0.0,574,0,49
P0,25,P0_K25,8,2,2.824844198954955,2.6265561944174465,3.8161415097264926,4.5561542917263775,0.9895652173913043,0.9965217391304347,0.9982608695652174,0.06114598076096156,0.12914783859977552,0.0,0,0.0,575,0,50
P0,25,P0_K25,9,2,2.818604863241543,2.62655619441734,3.7964917525714763,4.382095886402055,0.9852941176470589,0.9944852941176471,0.9981617647058824,0.05752352292816696,0.13238621329618053,0.0,0,0.0,544,0,51
P0,25,P0_K25,10,2,2.7624952305202046,2.544882487924909,3.8069993510775646,4.348844300994903,0.993421052631579,0.9983552631578947,1.0,0.06366822302582173,0.14723073458426128,0.0,0,0.0,608,0,52
P0,25,P0_K25,11,2,2.888718402966206,2.648613114909324,3.976749352744505,4.836885589843905,0.9863713798977853,0.9965928449744463,0.9982964224872232,0.06243879458554804,0.15926348190815542,0.0,0,0.0,587,0,53
P0,25,P0_K25,12,2,2.7884285268877442,2.6265561944174465,3.8733629532460725,4.382095886402055,0.9981447124304267,1.0,1.0,0.05634259028729547,0.11292554305340947,0.0,0,0.0,539,0,54
P0,25,P0_K25,13,2,2.767915375196278,2.5214508029377214,3.771974022723249,4.4810350240106125,0.9912891986062717,0.9965156794425087,0.9965156794425087,0.05965147794454984,0.13414513364195693,0.0,0,0.0,574,0,55
P0,25,P0_K25,14,2,2.7584411841912027,2.5214508029377214,3.5937765614888515,4.382095886401885,0.9912126537785588,0.9947275922671354,0.9982425307557118,0.06032134826387857,0.13410597413651232,0.0,0,0.0,569,0,56
P0,25,P0_K25,15,2,2.813558018473488,2.5728157699153087,3.8580784525103695,4.481035024010708,0.9808027923211169,0.9947643979057592,1.0,0.058468589863167254,0.1416909205759773,0.0,0,0.0,573,0,57
P0,25,P0_K25,16,2,2.828694729902447,2.5485087590621447,3.9717850190118043,4.497092089399686,0.9856887298747764,0.9964221824686941,0.9964221824686941,0.05850949673201718,0.12853111716638027,0.0,0,0.0,559,0,58
P0,25,P0_K25,17,2,2.847978606658964,2.6490292913381097,3.9717850190118043,4.49709208940007,0.9913494809688581,1.0,1.0,0.05995935422356404,0.11937298372371281,0.0,0,0.0,578,0,59
