scenario,response_time_mean,response_time_median,response_time_p90,coverage_fraction,travel_time_mean,incidents_queued,queue_fraction
P2-Haversine,2.5517117779550977,2.2425425972265423,3.7307066812732024,0.9964895370926754,1.0517117779548724,0.0,0.0
P2-Manhattan,2.548742703138635,2.2425425972265423,3.730027360927031,0.9964895370926754,1.048742703138413,0.0,0.0
