policy,K,scenario_id,replication,capacity,mean_response_time,median_response_time,p90_response_time,p95_response_time,coverage_6min,coverage_8min,coverage_10min,mean_utilization,max_utilization,mean_queue_length,max_queue_length,queue_fraction,total_incidents,incidents_queued,random_seed
P0,45,P0_K45,0,2,2.3688363873032303,2.2391563272751114,3.159867561327687,3.394686044370461,0.9982698961937716,0.9982698961937716,1.0,0.03252777953402953,0.14354548539909273,0.0,0,0.0,578,0,42
P0,45,P0_K45,1,2,2.355260556334676,2.230895105811612,3.050197672666968,3.394686044370445,0.9981308411214953,0.9981308411214953,1.0,0.03046715844934598,0.14101540081533623,0.0,0,0.0,535,0,43
P0,45,P0_K45,2,2,2.4043707840582953,2.2498579819428244,3.3074253569193104,3.562206460956645,1.0,1.0,1.0,0.032844802361996335,0.11834592351248421,0.0,0,0.0,565,0,44
P0,45,P0_K45,3,2,2.382947870040482,2.2498579819432507,3.0630530353624317,3.472313237290168,0.998330550918197,0.998330550918197,0.998330550918197,0.034246525621340417,0.11113333315049466,0.0,0,0.0,599,0,45
P0,45,P0_K45,4,2,2.4520931014336185,2.2882924122973236,3.374206922992912,3.773623253244562,0.9948006932409013,0.9965337954939342,0.9982668977469671,0.032646517637005885,0.12849494754832647,0.0,0,0.0,577,0,46
P0,45,P0_K45,5,2,2.3776184709898285,2.2498579819428244,3.1476566213825663,3.3946860443707436,0.9981718464351006,0.9981718464351006,1.0,0.03071669919404486,0.1258596325886409,0.0,0,0.0,547,0,47
P0,45,P0_K45,6,2,2.387731397592491,2.239773741643063,3.3662054991403068,3.628448897293135,0.9981549815498155,0.9981549815498155,1.0,0.031236336144413394,0.1179648694420244,0.0,0,0.0,542,0,48
P0,45,P0_K45,7,2,2.4198929565837872,2.2394650344595135,3.3662054991403814,3.6695642814902376,0.9965156794425087,1.0,1.0,0.03388903813503061,0.12221302136005714,0.0,0,0.0,574,0,49
P0,45,P0_K45,8,2,2.397411219104429,2.239156327275964,3.2464392823638093,3.5831251250626477,0.9965217391304347,0.9965217391304347,0.9982608695652174,0.03342815958630572,0.1393035461062364,0.0,0,0.0,575,0,50
P0,45,P0_K45,9,2,2.3977662845435694,2.2397737416434893,3.1785334618235193,3.4892548611113625,0.9944852941176471,0.9963235294117647,0.9981617647058824,0.03145280333131916,0.12134021583459453,0.0,0,0.0,544,0,51
P0,45,P0_K45,10,2,2.350369715871327,2.2391563272751114,3.0501976726671387,3.3946860443707223,0.9983552631578947,0.9983552631578947,1.0,0.03481882691710878,0.1482288821362036,0.0,0,0.0,608,0,52
P0,45,P0_K45,11,2,2.462768450628516,2.2882924122973236,3.3841859039788034,3.7736232532448497,0.9948892674616695,0.9982964224872232,1.0,0.03413700091167522,0.12744065376900907,0.0,0,0.0,587,0,53
P0,45,P0_K45,12,2,2.371508782127274,2.239156327275964,3.2585735103803017,3.739446598968641,1.0,1.0,1.0,0.030806025154260504,0.11292554305340947,0.0,0,0.0,539,0,54
P0,45,P0_K45,13,2,2.3695864897733974,2.229837179720775,3.1221036378640945,3.6181621964578317,0.9965156794425087,0.9965156794425087,0.9965156794425087,0.0326356518117148,0.12586124503327628,0.0,0,0.0,574,0,55
P0,45,P0_K45,14,2,2.3517116641299385,2.239156327275964,3.0501976726664566,3.394686044370445,0.9982425307557118,1.0,1.0,0.03300165490648707,0.11718417601508566,0.0,0,0.0,569,0,56
P0,45,P0_K45,15,2,2.3786459018216752,2.2397737416434893,3.0667988391581686,3.394686044370445,1.0,1.0,1.0,0.03193315697239123,0.127535691651289,0.0,0,0.0,573,0,57
