experiment_id,scenario_id,replication,policy,K,demand_multiplier,service_time_mean,mean_response_time,p90_response_time,p95_response_time,coverage_6min,coverage_8min,coverage_10min,mean_utilization,max_utilization,mean_queue_length,max_queue_length,queue_fraction,total_incidents,incidents_queued,random_seed
exp1_policy_comparison,P0_K20,0,P0,20,1.0,25.0,3.155871364135495,5.093761038327216,5.093761038327216,0.9411764705882353,0.9948096885813149,1.0,0.07544398320061926,0.16666593088450243,0.0,0,0.0,578,0,42
exp1_policy_comparison,P0_K20,1,P0,20,1.0,25.0,3.1799568515571823,5.093761038327216,5.093761038327216,0.9439252336448598,0.9981308411214953,1.0,0.07073966066749697,0.17719708252054542,0.0,0,0.0,535,0,43
exp1_policy_comparison,P0_K20,2,P0,20,1.0,25.0,3.192969738418067,5.7257439034056645,5.7257439034056645,0.9380530973451328,0.9982300884955753,1.0,0.07611091647130369,0.15644208171374205,0.0,0,0.0,565,0,44
exp1_policy_comparison,P0_K20,3,P0,20,1.0,25.0,3.100778935894183,5.093761038326704,5.093761038326704,0.9499165275459098,0.998330550918197,0.998330550918197,0.07918752395975388,0.13573579413095582,0.0,0,0.0,599,0,45
exp1_policy_comparison,P0_K20,4,P0,20,1.0,25.0,3.240873114856975,5.543699123328196,5.543699123328196,0.9306759098786829,0.9948006932409013,0.9982668977469671,0.07571223446374577,0.1518996408966841,0.0,0,0.0,577,0,46
exp1_policy_comparison,P0_K20,5,P0,20,1.0,25.0,3.0687726697582542,5.00432402632788,5.00432402632788,0.9506398537477148,0.9981718464351006,1.0,0.07098787748583871,0.1410974375782281,0.0,0,0.0,547,0,47
exp1_policy_comparison,P0_K20,6,P0,20,1.0,25.0,3.035824368148649,4.540874724738728,4.540874724738728,0.959409594095941,0.996309963099631,1.0,0.07202414913267541,0.12729910780913029,0.0,0,0.0,542,0,48
exp1_policy_comparison,P0_K20,7,P0,20,1.0,25.0,3.2106408238992885,5.458405857989274,5.458405857989274,0.9425087108013938,0.9965156794425087,1.0,0.0785017707038144,0.15429280557474948,0.0,0,0.0,574,0,49
exp1_policy_comparison,P0_K20,8,P0,20,1.0,25.0,3.1827064869304724,5.453563148573883,5.453563148573883,0.9398496240601504,0.9962406015037594,0.9962406015037594,0.07114348976050981,0.13709355304625034,0.0,0,0.0,532,0,50
exp1_policy_comparison,P0_K20,9,P0,20,1.0,25.0,3.033534014845977,4.945668158688932,4.945668158688932,0.9618874773139746,1.0,1.0,0.07388138535557355,0.1417097472733438,0.0,0,0.0,551,0,51
exp1_policy_comparison,P0_K20,10,P0,20,1.0,25.0,3.119031009889125,5.093761038327216,5.093761038327216,0.9456342668863262,0.9967051070840197,1.0,0.08051979771257678,0.1872278996356866,0.0,0,0.0,607,0,52
exp1_policy_comparison,P0_K20,11,P0,20,1.0,25.0,3.3187831115472175,5.892374602399144,5.892374602399144,0.9114139693356048,0.9965928449744463,0.9982964224872232,0.07930071537448,0.1604908497380617,0.0,0,0.0,587,0,53
exp1_policy_comparison,P0_K20,12,P0,20,1.0,25.0,3.160793644898161,5.093761038327216,5.093761038327216,0.9424860853432282,0.9981447124304267,1.0,0.0714237973760222,0.13617530815290374,0.0,0,0.0,539,0,54
exp1_policy_comparison,P0_K20,13,P0,20,1.0,25.0,3.1438254935694276,5.358220455243316,5.358220455243316,0.9407665505226481,0.9965156794425087,0.9965156794425087,0.07563464707327755,0.15946117947520996,0.0,0,0.0,574,0,55
exp1_policy_comparison,P0_K20,14,P0,20,1.0,25.0,3.057361103022321,5.0214532528379365,5.0214532528379365,0.9560632688927944,0.9947275922671354,0.9982425307557118,0.07624536307694597,0.15333281076517608,0.0,0,0.0,569,0,56
exp1_policy_comparison,P0_K20,15,P0,20,1.0,25.0,3.1572638957151793,5.892374602398718,5.892374602398718,0.9232111692844677,0.9965095986038395,1.0,0.07406263945028595,0.15635135978304518,0.0,0,0.0,573,0,57
exp1_policy_comparison,P0_K20,16,P0,20,1.0,25.0,3.168738394907047,5.132147901681007,5.132147901681007,0.9391771019677997,0.9946332737030411,0.9964221824686941,0.07407974992661656,0.14346794544054933,0.0,0,0.0,559,0,58
exp1_policy_comparison,P0_K20,17,P0,20,1.0,25.0,3.1619775543495243,5.093761038327216,5.093761038327216,0.9446366782006921,0.9982698961937716,1.0,0.07584944769892506,0.16216824647094072,0.0,0,0.0,578,0,59
exp1_policy_comparison,P0_K20,18,P0,20,1.0,25.0,3.179826738127407,5.093761038327216,5.093761038327216,0.9365853658536586,0.9967479674796748,0.9983739837398374,0.08275161741044695,0.15920731237784458,0.0,0,0.0,615,0,60
exp1_policy_comparison,P0_K20,19,P0,20,1.0,25.0,3.1453517715411294,5.657677316841194,5.657677316841194,0.9347079037800687,0.9982817869415808,0.9982817869415808,0.07542460158659572,0.1544862367394558,0.0,0,0.0,582,0,61
exp1_policy_comparison,P0_K20,20,P0,20,1.0,25.0,3.2421049082405875,5.3068485421198375,5.3068485421198375,0.9366438356164384,0.9965753424657534,1.0,0.07680889885824728,0.17407641476997263,0.0,0,0.0,584,0,62
exp1_policy_comparison,P0_K20,21,P0,20,1.0,25.0,3.1728630631894466,5.551216981268506,5.551216981268506,0.9368231046931408,0.9963898916967509,0.9981949458483754,0.07393632911225792,0.16264276043518736,0.0,0,0.0,554,0,63
exp1_policy_comparison,P0_K20,22,P0,20,1.0,25.0,3.140272902583848,5.093761038327216,5.093761038327216,0.9458041958041958,1.0,1.0,0.07756405487710684,0.14427996962274578,0.0,0,0.0,572,0,64
