policy,overall_rt_mean,cbd_rt_mean,non_cbd_rt_mean,cbd_coverage,non_cbd_coverage,overall_rt_std,cbd_rt_std,non_cbd_rt_std
Manhattan-Wide P2,2.5517117779550977,2.4683034331994467,2.661665177721665,0.99967845659164,0.9922889054888616,0.03401751276580966,0.040178768989281584,0.05307162524817565
CBD-Focused P2,4.417161505642186,2.4985310483116066,6.8787201366936,0.9987260687941175,0.7361584519654143,0.12238588910014303,0.05813339206401568,0.23732044684431428
