scenario,response_time_mean,response_time_median,response_time_p90,coverage_fraction,travel_time_mean,incidents_queued,queue_fraction
P2-Haversine,2.5404604409896963,2.24084816600158,3.677552852041495,0.9973082789362382,1.0404604409895095,0.0,0.0
P2-Manhattan,2.5401871571631127,2.2408481660015696,3.663824884043275,0.9973082789362382,1.040187157162929,0.0,0.0
