Experiment,Policy,Factor,Level,Metric,Mean,Std,CI_95_lo,CI_95_hi
exp4_service_robustness,P2,service_time_mean,20.0,8-min Coverage (NFPA),0.9974,0.0018,0.9967,0.998
exp4_service_robustness,P2,service_time_mean,20.0,Mean Utilization,0.0598,0.0025,0.0589,0.0607
exp4_service_robustness,P2,service_time_mean,25.0,Mean RT (min),2.5666,0.0528,2.5478,2.5855
exp4_service_robustness,P2,service_time_mean,25.0,"P90 Response Time (90th percentile, min)",3.7517,0.1224,3.7079,3.7955
exp4_service_robustness,P2,service_time_mean,25.0,6-min Coverage (NYC),0.9817,0.0054,0.9797,0.9836
exp4_service_robustness,P2,service_time_mean,25.0,8-min Coverage (NFPA),0.997,0.0022,0.9962,0.9978
exp4_service_robustness,P2,service_time_mean,25.0,Mean Utilization,0.0741,0.0031,0.073,0.0752
exp4_service_robustness,P2,service_time_mean,30.0,Mean RT (min),2.6169,0.0563,2.5968,2.6371
exp4_service_robustness,P2,service_time_mean,30.0,"P90 Response Time (90th percentile, min)",3.8938,0.1557,3.8381,3.9495
exp4_service_robustness,P2,service_time_mean,30.0,6-min Coverage (NYC),0.9775,0.0059,0.9754,0.9796
exp4_service_robustness,P2,service_time_mean,30.0,8-min Coverage (NFPA),0.9961,0.0024,0.9952,0.9969
exp4_service_robustness,P2,service_time_mean,30.0,Mean Utilization,0.0885,0.0037,0.0871,0.0898
