svc_mean,P0,P1,P2
20.0,3.1390626214622155,2.5811344264395983,2.523612850786909
25.0,3.1650640636617413,2.618574916888013,2.566647249371996
30.0,3.198608287956694,2.66438365452439,2.616930632311787
