,1,5,6,7,9,10,13,14,17,18,19,20,22,23,24,25,26,28,30,32,33,34,50,52,76,84,90,94,108,114
Engine 4/Ladder 15,0.4789738065746358,1.0385900785788282,2.0897660009923373,1.4860798913747264,2.013893385422015,3.252045389209541,2.6678886692142063,3.509522081693277,3.805264359477682,4.286055203503312,5.475643920655968,5.404599621188011,5.873566415041069,6.891060149280767,6.6496590099417245,7.591088904370599,7.906492119600802,7.578453626762903,8.987367312921092,8.722949940729247,10.121665173250893,11.726045344803131,14.197483320470257,12.908271971827295,1.7053740185679278,1.161571576109848,3.2182204370014036,3.4720203325961227,5.109413722759203,6.698025539545449
Engine 6,0.34974169327088583,0.6201651571179476,1.64488897455398,1.18513184211833,1.6111649438188653,2.8097118962529515,2.2283378939019154,3.0594726952159395,3.3711896145038116,3.8356366768165184,5.039023863101676,4.954252596434258,5.42616535022136,6.452960124247171,6.199404709946846,7.160407060383513,7.4567909413266005,7.1319671968281035,8.538154167359943,8.277176945416576,9.672794128528187,11.277678769508562,13.751109657692172,12.471234166029621,2.1257609633455696,1.3578846721481013,3.0792008068161656,3.1955706009697513,4.798396748870404,6.316712442859375
Manhattan Borough Command/Battalion 1/Engine 7/Ladder 1,0.488068905390392,0.48488755901150304,1.2829147611127338,1.170692887946179,1.4176125331679126,2.4440427748886986,1.9417874903720815,2.726682198626482,3.0915031854943162,3.4957446565532266,4.749064477519183,4.6091078907455465,5.105319559791998,6.1578088985088915,5.86155656152731,6.880358799804744,7.123546132109483,6.813388257007643,8.20760439802046,7.960468685015064,9.343762093166143,10.95068109797102,13.431197172720157,12.1755166365717,2.4988192067746082,1.6858512709030626,3.15882320433146,3.140576096369012,4.691233059605206,6.116496779202904
Ladder 8,0.7337015148287501,0.5418551325035286,0.9987521737125418,1.2212992930434194,1.3014669170253006,2.1549848178527653,1.725331232532869,2.4638283495574087,2.8725572813643474,3.225600029267036,4.516986312008301,4.333921813615546,4.848372752068706,5.919879850458283,5.5911633686409,6.653534877033729,6.856056607998623,6.556994253860418,7.941758695904987,7.704962425779086,9.078744242544044,10.686832065054881,13.172112601808706,11.934427439211607,2.7919047522267135,1.9463270036131854,3.2306694126297866,3.107716869559358,4.606705991371195,5.953604219407615
Engine 9/Ladder 6,1.0795336226213108,0.23648772368923474,1.357114410417419,0.4654561007876683,0.8986228913517686,2.47135514263698,1.6243681122616718,2.5481621531159004,2.7265470150189612,3.333670599475167,4.397482759945864,4.459032627423164,4.848768153854674,5.81449667296681,5.6682511532769855,6.4948732004965635,6.905200256452467,6.540921629371955,7.975216116345857,7.678333311680803,9.102969779724244,10.699597145145916,13.152166828314542,11.823661814284987,2.556860373080649,1.4374232273328928,2.464106874524148,2.4550917795576948,4.042657801970956,5.5760184225701
Battalion 4/Engine 15/Ladder 18,1.5437510541825867,0.6925052331575635,1.5333007402870338,0.06917378500797867,0.6795576048527605,2.533220920271895,1.4927700905679837,2.465161737565056,2.4986926604381665,3.2375904805847053,4.149945828101791,4.351088539981187,4.662779593293592,5.56126327423672,5.5182656095926035,6.2096333321687105,6.730372111904479,6.331541896506999,7.78627096230936,7.4573346189599174,8.904751473283639,10.49077603249518,12.921200573847132,11.54744790159958,2.7611113443495,1.5160672308088732,2.025557762385839,1.9877041681869676,3.593281490204539,5.191243697929682
Engine 28/Ladder 11,1.7581854784092381,0.8538789855513985,1.3207928719296218,0.45121102727455265,0.3064352408812839,2.220152537533165,1.1211420002499748,2.0974967066753747,2.117127461502133,2.864159371590298,3.7723829912101454,3.973887300654706,4.279860226660379,5.185449148924993,5.136067356367663,5.841976971563496,6.347408630973309,5.949958480552129,7.403629787228493,7.0770545588296745,8.522640534646206,10.109569378581995,12.542747747801128,11.178260065584704,3.1385171421801354,1.898967140779045,2.0893329483649583,1.836000357214101,3.3676841943395606,4.876182647493906
Engine 5,2.1216317745799658,1.2663249933887257,1.0048103373835886,1.1097373849225693,0.3612433210587344,1.6274763341535892,0.45553519356754985,1.4325909801635994,1.510564699136716,2.1984723715941397,3.182054595329996,3.3105209188980163,3.644128516420598,4.599125229427314,4.484825669893739,5.287587954946709,5.707422462089734,5.329226774881624,6.7712238212354,6.464358767105997,7.895673442710319,9.489160033233668,11.937227642200945,10.611043498555205,3.755950192831735,2.550069047641512,2.4885600115311037,1.9207329465836065,3.2191209486349224,4.486268156003631
Division 1/Ladder 20,1.2226683492403678,0.4578758569763227,0.7957712024110113,0.8437781813120828,0.7257242733907205,1.9198829992404234,1.2164234368164906,2.0642313483287085,2.363242185185406,2.847172322962839,4.02773146066203,3.9714595641657944,4.4165623996058,5.440543721311851,5.203493952962046,6.153567153353129,6.454958101927561,6.120835027668796,7.533536831402192,7.2652423837000795,8.666731804094583,10.269989071414688,12.739805965339478,11.45904529852572,3.0446741185383037,1.9899723344111873,2.796892981243928,2.5620475675466627,4.032669766061814,5.388659877340162
